texto,estrela,positivo,categoria,preco,frete,dias_entrega,dias_estimado,atrasou
"Não recebi meu tapete, mas está marcando como entregue",3,0,bed_bath_table,160.0,25.96,8,24,0
"Sempre comprei com o baratheon, e continuarei comprando.",5,1,telephony,27.99,15.79,8,23,0
estou livre dos pernilongos. amei,4,1,bed_bath_table,80.0,12.9,14,26,0
"",5,1,home_appliances,26.9,12.85,5,18,0
"",5,1,furniture_decor,45.9,12.69,27,34,0
"",4,1,garden_tools,59.9,13.44,5,19,0
Entregou antes do prazo. Ótimo ,5,1,bed_bath_table,39.9,15.11,16,31,0
"",5,1,computers_accessories,57.5,12.84,6,22,0
"Olá, o meu produto chegou dia 31/08, mas ele veio errado, pedi um HD Externo da Western Digital Passport X 2tb e veio um inferior da Seagate, gostaria de saber como faço para trocar ou devolver, grata",1,0,computers_accessories,517.65,21.72,19,26,0
"",5,1,housewares,48.0,18.14,7,21,0
"",5,1,computers_accessories,99.9,17.14,12,27,0
veio uma amostra e não o tubo de base ,1,0,perfumery,16.9,7.78,6,20,0
Deu tudo certo!,5,1,housewares,119.0,47.49,10,28,0
Recebi antes do prazo. Produto de qualidade. Já comprei mais 2 pra minha irmã e amiga que tbm gostaram.,5,1,health_beauty,59.9,20.87,13,34,0
Produto excelente ,5,1,desconhecida,35.0,15.23,13,29,0
Excelente produto muito bom agora que comprei não fico sem entrega no prazo direitinho recomendo ,5,1,housewares,58.9,26.55,20,27,0
Levou 15 dias pra chegar .. chegou tudo certo nada quebrado. ,4,1,stationery,189.0,21.74,14,26,0
"",4,1,furniture_decor,75.0,20.02,9,24,0
"Todo correto, exceto o produto que é de péssima qualidade.",1,0,health_beauty,32.0,7.48,6,22,0
"O canivete dá umas travadas para abrir e fechar, com o tempo pode melhorar. Não é o original, mas parece ser de boa qualidade. Use o YouTube para ajudar a montar para não dar problema ",4,1,auto,19.99,7.4,3,10,0
"Entrega em perfeito estado, fornecedor pontual, recomendo o produto, eu e meu filho gostamos muito, obrigado!!!",5,1,toys,169.9,36.85,12,20,0
"",4,1,health_beauty,38.99,15.1,16,32,0
"Comprei o relógio dia 20/02 pensando em dar de presente de aniversário para o dia 11/03, acabou que até hoje não chegou o relógio. Mandei várias reclamações e até hj ngm me retornou TB. ",1,0,watches_gifts,165.0,16.78,31,20,1
gostaria de saber como proceder,1,0,health_beauty,29.9,24.58,6,12,0
"Muito bom. Recomendo
",5,1,telephony,12.5,15.1,15,24,0
Produto bom e dentro do prazo,5,1,sports_leisure,9.9,10.96,5,20,0
"",,0,cool_stuff,215.0,13.41,30,16,1
"",5,1,furniture_decor,42.99,27.07,9,23,0
Tudo conforme anúncio. Só achei um pouco fina a malha.,4,1,bed_bath_table,89.9,13.65,14,21,0
"",5,1,pet_shop,49.99,12.79,6,25,0
Eu amei.. o meu produto.😘,4,1,fashion_bags_accessories,70.0,14.24,16,23,0
"",4,1,telephony,48.0,11.85,9,20,0
"Muito enrolado. Já liguei para o stark, ficaram de me retornar em dois dias e até agora nada ",1,0,sports_leisure,1695.0,32.67,41,26,1
Eu adorei muito. ,3,0,health_beauty,58.99,17.66,20,32,0
Foi pedido 2 itens. So foi entregue 1. Na NF constam os 2.,1,0,auto,76.49,15.32,11,22,0
"",5,1,sports_leisure,45.0,17.06,7,16,0
"Amei, chegou rapidinho, ainda vou testa-lo.Obrigado!!",5,1,furniture_decor,196.0,17.94,9,28,0
"",3,0,toys,19.9,20.8,21,38,0
O meu produto não chegou pra mim estou desapontado pois se trata do segundo produto que fica solto por aí e eu esperando todos os dias acho uma falta de respeito para comigo.,1,0,bed_bath_table,119.9,57.51,38,21,1
Quero saber dos demais produtos eram 3 itens ,1,0,perfumery,44.99,7.39,3,16,0
Não deveria ter comprado ,1,0,health_beauty,49.9,17.06,14,18,0
demora na entrega,1,0,health_beauty,26.9,18.23,21,40,0
"",5,1,furniture_decor,790.0,52.8,13,24,0
"Demora alguns dias, para ""fazer efeito"". Mas funciona.",5,1,health_beauty,189.0,20.51,12,25,0
"",4,1,auto,74.9,16.28,16,36,0
"",5,1,housewares,68.9,18.28,6,29,0
"",5,1,computers_accessories,28.99,15.3,7,31,0
"",5,1,luggage_accessories,248.99,74.69,8,28,0
Produto não chegou e não tive estorno.,1,0,sports_leisure,139.9,17.89,44,20,1
"",5,1,bed_bath_table,834.56,99.14,10,25,0
"Estou em viagem, por isso ainda não recebi o produto.",5,1,computers_accessories,199.0,19.49,4,27,0
"",5,1,bed_bath_table,29.99,18.23,7,21,0
Só pediria que na foto parecesse que na alça tem plástico para segurar. Pois confesso que não gostei dessa parte. ,3,0,cool_stuff,99.99,16.95,10,32,0
"Bom, mas esquenta um pouco",5,1,bed_bath_table,114.9,18.05,13,21,0
"",4,1,bed_bath_table,99.9,12.4,3,14,0
Não enviaram o produto correto e ainda estou esperando a resposta de devolução! ,1,0,baby,59.99,12.23,36,16,1
"",5,1,books_general_interest,32.9,15.1,10,27,0
Conforme foto. Chegou bem antes do previsto. Recomendo,4,1,toys,124.9,13.99,6,20,0
"",3,0,furniture_decor,83.88,81.07,5,14,0
"Fiquei muito satisfeita com a compra pelo site, o produto e a rapidez da entrega",5,1,bed_bath_table,399.99,16.79,2,14,0
Ótima qualidade amei,5,1,furniture_decor,49.0,15.1,11,23,0
"A espada que chegou n foi a que pedi, veio cor e tamanho diferente.",3,0,market_place,34.99,15.23,9,37,0
"",5,1,housewares,167.99,36.5,11,31,0
"",5,1,health_beauty,130.0,15.79,9,21,0
Empresa Muito boa ,5,1,construction_tools_construction,19.17,15.1,7,28,0
"",5,1,health_beauty,83.8,12.75,5,19,0
"Bom o produto, gostei",4,1,bed_bath_table,137.8,25.8,14,34,0
"Boa tarde!
Apesar de marcar sim, achei estranho o envelope estar rasgado, parecendo violado.
Só vou ter certeza do produto quando usar.",4,1,computers_accessories,144.9,22.72,9,40,0
"Exatamente como na foto, produto chegou super rápido.",5,1,home_confort,129.0,18.48,14,39,0
"",5,1,cool_stuff,839.0,23.08,7,3,1
"",5,1,consoles_games,19.9,15.1,16,17,0
O produto veio com defeito . Amassado.,2,0,garden_tools,49.9,13.37,12,26,0
Não recomendaria esta loja nem pretendo voltar a comprar nela.A mercadoria foi entregue após o prazo e quase 1 mês após a compra. No site das lannister costumam chegar antes do prazo. Estranhei muito,3,0,telephony,15.9,14.1,28,25,1
"",5,1,furniture_decor,100.0,20.65,7,26,0
Produto de ótima qualidade atende a descrição do site.,5,1,bed_bath_table,140.0,20.47,4,22,0
Recebi o produto antes do prazo previsto porém preciso fazer a devolução porque não foi de acordo como eu esperava.,4,1,telephony,14.9,15.1,19,33,0
Produto FALSIFICADO. Não atende aos selos de originalidade da EPSON; caixa colada com cola quente; recipiente de tinta sem lacre ! Absurdo !,1,0,computers_accessories,149.9,19.59,12,28,0
Gosto da loja e dos produtos porém ainda não recebi o meu.,3,0,perfumery,39.99,19.95,10,34,0
"Gostei do produto,(Mas não é original) mas quebra um galho, recomendo...",3,0,auto,65.0,25.73,20,39,0
"Não recebi o braço de ducha com desviador, somente a ducha 20x20 com braço de 30cm.",1,0,construction_tools_construction,177.5,16.19,2,23,0
Produtos em perfeita ordem e prazo correto.,5,1,cool_stuff,125.0,22.81,21,31,0
"",5,1,construction_tools_construction,28.0,14.51,5,21,0
ainda não testei o produto. achei um pouco frágil. não sei se vai dar para dar chupeta numa s10,3,0,auto,36.9,17.6,13,25,0
Meu produto veio errado comprei jogo de lençol e veio cobre leito em uma estampa diferente e não gostei,1,0,bed_bath_table,157.91,14.13,6,16,0
"Muito bom, parabéns continuem assim!
",5,1,telephony,10.99,15.1,10,31,0
"",3,0,watches_gifts,160.56,19.0,46,22,1
"",5,1,sports_leisure,33.9,7.87,3,14,0
"Veio os produtos corretos e dentro do prazo, chegou até antecipado, só não usei ainda
Recomendo a Loja",5,1,auto,114.0,38.35,12,32,0
"",5,1,computers_accessories,149.0,40.37,7,29,0
"",4,1,telephony,48.99,22.27,7,23,0
"",1,0,furniture_decor,230.0,45.06,21,17,1
"Comprei gato por lebre após uma semana da comprar entro em contato alterado a cor 
 Que arrependimento produto com origem dividosa e triste saber que Américas tem fornecedores péssimo .",1,0,fixed_telephony,90.0,8.37,12,20,0
produto chegou em perfeito estado e com antecedencia,3,0,bed_bath_table,68.9,15.69,9,40,0
Recebi o produto na data marcada em perfeita condições.,5,1,construction_tools_lights,230.0,54.42,21,26,0
Produto de ótima qualidade... ,5,1,housewares,69.9,17.74,19,29,0
"",5,1,telephony,289.0,17.46,11,28,0
"",2,0,housewares,49.9,9.1,7,14,0
"Veio tudo certinho, lacradinho, dentro do prazo, vai na fé!",5,1,toys,241.9,16.79,7,20,0
produto razoável,4,1,health_beauty,66.9,13.13,4,10,0
"",5,1,garden_tools,59.9,12.48,7,20,0
"",5,1,garden_tools,463.0,15.37,5,21,0
"",5,1,toys,19.9,22.86,19,21,0
É muito lindo o tapete infantil que eu comprei. Pena não ser maior.,5,1,bed_bath_table,54.72,51.1,12,31,0
quero meu produto,1,0,health_beauty,89.9,42.91,47,39,1
Recomendo sempre.,5,1,bed_bath_table,139.9,18.11,10,14,0
PRODUTO JA CHEGOU COM DEFEITO NÃO FUCIONOU CONFORME MINHA NECESSIDADE DE USO. INFELIZMENTE ULTIMA COMPRA MINHA TOTALMENTE INSATISFEITO.,1,0,electronics,24.99,18.23,11,27,0
"Solicito o estorno do pagamento no cartão de crédito,pela falta de entrega do produto.",1,0,health_beauty,66.99,27.75,25,19,1
Foi entregue antes do prazo! Adorei!,5,1,computers_accessories,119.0,17.6,14,23,0
"",1,0,cool_stuff,144.99,23.59,26,22,1
"Realizei a compra e o pagamento, o prazo venceu e nada do produto ser entregue, na verdade não foi nem enviado ainda. Péssimo!",1,0,health_beauty,86.0,13.26,28,21,1
"No status do meu pedido estava ""dificuldade na entrega"" entrei em contato e disseram que em 48 hs iriam retornar, só que o retorno aconteceu uma semana depois e sem novo prazo para entrega. ",1,0,bed_bath_table,167.9,23.76,35,34,1
"",5,1,health_beauty,76.2,7.4,7,11,0
"",5,1,toys,44.9,15.1,12,31,0
Recomendaria com ressalvas... O prazo é muito longo pra entrega.,3,0,office_furniture,119.99,33.32,29,50,0
"Produto chegou rápido, entrega o que promete.",5,1,pet_shop,20.0,12.48,4,20,0
Entrega muito rápido,5,1,electronics,19.9,16.95,11,27,0
"",5,1,computers_accessories,84.9,12.72,14,29,0
"Pedi 5 best Whey e recebi apenas 3!
Gostaria de saber como faço para receber os que faltaram?",1,0,sports_leisure,123.0,16.68,7,20,0
"muito bom produto e chegou perfeito
",5,1,auto,24.9,15.23,11,25,0
"",4,1,bed_bath_table,39.9,16.6,4,25,0
"Produto entregue como solicitado, e com muita brevidade. Parabéns!
",5,1,watches_gifts,157.99,15.86,13,24,0
"",5,1,bed_bath_table,43.99,13.71,9,33,0
"100% entrega rapida tudo direitinho 
",5,1,home_appliances_2,750.0,61.51,20,22,0
"",5,1,stationery,189.0,16.2,5,20,0
Comprei dois pentes de memória e me enviaram apenas um. Estou aguardando o prazo de resposta sobre esse problema. Foi uma palhaçada. Não recomendo a loja. Qualidade e responsabilidade é tudo!,1,0,computers_accessories,439.9,16.1,17,32,0
Pedido chegou super rápido.,5,1,toys,34.99,7.39,2,9,0
Demora demais por um produto sem qualidade que veio todo dobrado e marcado. Não recomento.,2,0,consoles_games,34.2,11.89,14,20,0
Mto satisfeito com os serviços obrigado,5,1,cool_stuff,210.0,18.38,13,33,0
Ótimo produto. Madeira maciça. Se acertar na cabeça mata... kkkkk,5,1,sports_leisure,59.0,26.88,8,38,0
"A caixa do produto chegou toda amassada( não é a caixa que foi embalado para os correios não, é a propria caixa do produto) a espada que ele segura na mão esta torta, porque foi pressionado, triste.",2,0,toys,249.9,10.1,10,10,0
"",5,1,pet_shop,45.9,19.84,14,28,0
Produto bem embalado. Entrega muito rápida. Muito bom! ,5,1,health_beauty,127.9,8.16,3,8,0
O produto é realmente de boa qualidade e confere com o desenho publicado.,5,1,bed_bath_table,116.59,18.07,14,20,0
Chegou antes do prazo. Boa qualidade.,5,1,fashion_shoes,56.8,13.42,6,25,0
"",5,1,furniture_decor,73.35,16.27,14,29,0
"",3,0,bed_bath_table,429.9,36.37,6,27,0
"Faltou cuidado no empacotamento ou fabricação de peça do produto, montagem impossível. Tentando com o fornecedor, que não é a targaryen, mas Storecadeiras envio de peça certa.",1,0,office_furniture,78.99,18.27,7,18,0
a cor do produto no site é diferente do produto recebido.,1,0,musical_instruments,199.0,10.21,5,18,0
"",5,1,computers_accessories,249.0,13.7,5,21,0
"",3,0,computers_accessories,139.9,10.19,5,15,0
"",3,0,construction_tools_lights,120.0,9.14,4,16,0
Tudo 10 muito obrigado ,5,1,auto,429.9,25.81,13,16,0
"Apesar de estar dentro do prazo, demorou muito.",3,0,bed_bath_table,144.9,14.13,8,10,0
"",5,1,musical_instruments,69.95,19.46,8,19,0
Comprei o controle para ar condicionado da komeco e recebi da Midea.,1,0,electronics,21.9,14.1,13,22,0
O produto é justamente como mostra a foto. É de ótima de qualidade e chegou bem antes do prazo.,5,1,fixed_telephony,29.9,10.96,4,17,0
"Produto entregue antes do prazo, recomendo. ",5,1,auto,51.49,7.87,5,17,0
Estão de parabéns!!,5,1,bed_bath_table,109.99,20.85,12,26,0
"O produto demora horrores para ser entregue e ficam reagendando data de entrega e nós ficamos a merce deles sempre que tento em contato sempre cai a ligação, não comprarei nunca mais nessa loja!",1,0,computers_accessories,32.4,11.85,6,20,0
"Produto inferior ao esperado. O mesmo foi comprado em mente a se obter o original do Google, não uma replica mal feita. 

Sem mais

Luis Fernando Brandao",2,0,telephony,44.99,12.98,6,12,0
"Superou as minhas expectativas. Ótima qualidade, moderna e elegante. Além de carregar o notebook, posso colocar livros e cadernos. Há tempos procurava por uma pasta, valeu a pena! Super recomendo.",5,1,fashion_bags_accessories,413.6,14.4,11,20,0
"",3,0,toys,69.99,9.34,1,18,0
por favor eu preciso do cartao baratheon mais nao estor consequindo pedi ou cartao pela enterneti,4,1,garden_tools,51.99,17.0,12,29,0
Comprei 2 bonecos desse de pelúcia e entregaram 1.,1,0,baby,49.99,15.11,6,32,0
"",5,1,furniture_decor,116.0,11.91,13,19,0
Gostei entrgaram certinho parabens,5,1,furniture_decor,159.0,41.87,11,26,0
"",5,1,electronics,15.12,16.95,11,26,0
"Produto entregue em perfeito estado e bem antes do prazo estipulado pra,a entrega",5,1,garden_tools,89.0,37.92,6,26,0
Foi entregue no período mencionado. Veio embalado e seguro. E veio o produto certo.,5,1,toys,94.9,17.94,16,32,0
"produto ótimo, chegou antes do prazo. ",4,1,cool_stuff,99.99,18.28,11,23,0
Muito bom entregou até antes do dia 😆😆😆😆😆😆😆😆,5,1,bed_bath_table,69.99,14.58,6,15,0
"Esse foi terceiro produto que comprei, porém a qualidade desse, comparado aos dois últimos, é muito inferior.",2,0,desconhecida,89.99,22.1,8,25,0
"Ótimo produto, chegou antes do prazo.",5,1,audio,269.0,17.64,15,27,0
"Entrega super em atraso, preciso de um esclarecimento do ocorrido",1,0,baby,299.99,28.18,48,20,1
"",3,0,watches_gifts,255.61,17.0,9,25,0
"",5,1,sports_leisure,89.5,13.75,8,23,0
"COMPREI 2 RALADORES PORÉM APENAS 1 CHEGOU,
CONTACTEI A EMPRESA QUE ME DISSE ESTAR RASTREANDO O SEGUNDO.
ESTOU NO AGUARDO",3,0,housewares,45.5,16.32,6,30,0
Produto foi entregue no prazo ótima qualidade ,5,1,telephony,13.98,14.1,12,24,0
Recebi 22 dias antes do prazo,5,1,furniture_decor,10.9,12.79,4,25,0
"",3,0,office_furniture,119.6,11.45,11,26,0
Entrega antes do prazo previsto. Satisfeita com o produto.,4,1,bed_bath_table,56.99,12.74,6,22,0
BOM ATENDIMENTO,5,1,auto,119.9,25.68,21,30,0
Produto muito bem embalado e muito bonito. Parece ser de boa qualidade.,5,1,sports_leisure,82.99,13.94,8,17,0
 O PRODUTO NAO CHEGOU,1,0,bed_bath_table,65.0,23.32,34,27,1
Tudo OK e a negociação é certa,5,1,health_beauty,59.9,22.13,15,20,0
"",5,1,desconhecida,97.99,17.43,8,21,0
"Produto chegou antes do prazo estipulado, correto e de ótima qualidade. Aprovado.",5,1,computers_accessories,18.9,18.23,9,30,0
Tive que retirar o produto no correio e mesmo assim paguei o frete.,3,0,market_place,77.08,11.15,9,37,0
"",2,0,electronics,11.55,7.78,3,21,0
So acho que deveria ser entregue todos juntos.,3,0,toys,149.0,29.44,15,34,0
Gosto muito do baratheon ja sou cliente obrigado,5,1,small_appliances,328.0,20.89,15,31,0
O produto veio dentro do prazo e em bom estado.,5,1,toys,64.9,17.29,8,28,0
"para mim que tenho diabete , é muito bom para baixar a taxa de açucar do sangue .......",4,1,sports_leisure,22.9,11.85,14,26,0
Entrega rapida e correta,5,1,health_beauty,84.99,16.35,29,29,0
"",5,1,toys,309.99,13.37,5,19,0
"Um os produtos veio quebrado, estou tentando trocar ou devolver.",3,0,furniture_decor,129.99,23.45,16,39,0
Chegou bem embalado e serviu certinho no meu gol,5,1,auto,10.0,11.85,9,24,0
"A lannister me pergunta insistentemente se recebi, não, não recebi nada ainda. Devo aguardar? Preciso de um posicionamento da lannister.",1,0,computers_accessories,30.0,19.32,27,18,1
A loja entregou antes do prazo previsto,5,1,sports_leisure,107.9,22.69,8,22,0
só que mesmo com proteção a embalagem veio violada! ,4,1,perfumery,179.9,20.45,8,20,0
"",2,0,musical_instruments,84.9,18.83,13,30,0
Fui muiro bem atendido.,5,1,watches_gifts,19.9,15.98,5,23,0
"",4,1,garden_tools,35.0,23.05,8,15,0
"Não é muito agradável pois faz muito barulho qndo nos mexemos na cama,parece q tem um plástico no colchão sem contar q soa não gostei na imagem parece q é tecido qndo chega vê q é plástico.",5,1,furniture_decor,29.99,6.6,7,13,0
"Sem vidro
Muito bom produto 
Chegou antes do prazo",4,1,furniture_decor,39.9,16.11,11,27,0
"Péssima pois a colcha não é um cobre leito e o tecido é de lançou fino e ainda veio com defeito nas capas das almofadas,estão descusturadas ",1,0,bed_bath_table,92.0,13.7,9,22,0
Das 4 und compradas só chegaram 3 e sem nota fiscal. Isso mostra a grande falta de organização ,1,0,sports_leisure,169.99,19.43,22,24,0
"",5,1,health_beauty,37.9,11.85,9,18,0
"Atendimento e compromisso com o cliente excelente...sou cliente à muitos anos e nada tenho a reclamar, ótimo site de compras!! 😍",5,1,bed_bath_table,84.26,17.84,8,25,0
"Esperava mais, as toalhas poderiam ser mais grossas.",3,0,bed_bath_table,89.9,17.88,17,25,0
"",5,1,housewares,113.89,34.34,7,32,0
O prazo de entrega já expirou e a loja não fala nada .,1,0,furniture_decor,17.9,15.23,18,17,1
Preço justo qualidade ótima. Recomendo,5,1,luggage_accessories,258.9,86.97,20,22,0
"",5,1,watches_gifts,49.0,17.06,13,28,0
"bom dia
o produto veio danificado, como faço para troca?",2,0,home_construction,24.66,8.72,6,15,0
"Apenas uma reclamação, paguei o frete para receber na minha residência, e o produto foi entregue nos correios, agora quem vai me ressarcir com o valor que gastei para ir até o correio??????",1,0,bed_bath_table,159.99,18.25,9,15,0
Atendimento sempre dentro do combinado.,5,1,garden_tools,34.9,14.52,8,24,0
"Gostei do produto, porem veio um pouco torta a letra, mas como é de plástico não deve vir perfeita né! Mas de resto, funciona e chegou no prazo! ",4,1,party_supplies,22.5,7.42,6,8,0
Sempre compro neate site e nunca tive problemas,5,1,baby,290.0,15.63,15,21,0
"Pena o produto não ter sido entregue em casa, tive q retirar nos correios.",5,1,computers_accessories,129.9,23.23,19,27,0
Linda a rede de dormir e estou satisfeita pq a entrega foi antes do prazo.,5,1,bed_bath_table,54.9,13.08,2,20,0
Quando comprei pela internet dizia que era o modelo turbo e veio o simples. Como devo proceder ?,1,0,construction_tools_construction,159.9,31.77,14,34,0
"",5,1,pet_shop,118.9,37.97,9,35,0
"O produto não é original da marca ,pois uso a anos ,tem cheiro diferente ,textura diferente ,cor diferente ,embalagem diferente da original e da fato ,bem inferior ao original ,não vou usar . ",1,0,health_beauty,169.9,22.66,10,26,0
"",5,1,auto,143.8,25.82,13,21,0
Falta duas unidades do outro produto que comprei. ,1,0,furniture_decor,45.0,14.87,5,23,0
Ótimo produto. Custo e benefício. ,5,1,food_drink,52.0,21.16,8,24,0
"Chegou em 7 dias corridos, super recomendo!! Permfume maravilhosooooooooooooooooooo!!!",5,1,perfumery,134.4,23.44,7,20,0
"produto veio com teclas não funcionando, solicitei devolução",1,0,computers_accessories,29.0,15.1,5,27,0
"",5,1,health_beauty,91.55,8.22,7,10,0
Sou cliente de muito tempo da lannister.,5,1,computers_accessories,22.0,10.96,10,25,0
"",5,1,computers_accessories,19.74,17.63,25,30,0
Produto dentro do anunciado. Obrigada!,3,0,bed_bath_table,21.9,15.1,15,38,0
"Produto melhor do que eu esperava. Chegou antes do prazo, cabe em qualquer lugar, não toma espaço nenhum. Amamos",5,1,furniture_decor,93.0,14.26,2,10,0
"Ótimo, chegou bem antes do previsto. Produto Excelente ",5,1,furniture_decor,74.9,14.25,3,22,0
"Produto entregue de forma rápida, parece ser original, bem embalado no recebimento.
recomendo o a loja",5,1,perfumery,349.9,20.02,14,36,0
Comprei o falcon e recebi o homem formiga. ,1,0,toys,82.9,12.71,5,22,0
Chegou bem antes do esperado ,5,1,auto,27.9,7.94,1,8,0
"HOJE JÁ É 29/03/ A ENTREGA ESTAVA MARCADA PARA O DIA 27/03, E NÃO HOUVE NENHUM TIPO DE FEEDBACK POR PARTE EMPRESA SOBRE O ATRASO.",1,0,desconhecida,122.99,17.3,27,24,1
"",5,1,furniture_decor,49.99,20.75,20,34,0
O produto foi entregue no prazo e é de ótima qualidade.,5,1,computers_accessories,84.0,12.72,12,30,0
Recomendo o produto,5,1,fashion_bags_accessories,49.0,7.6,2,6,0
"",4,1,furniture_decor,49.9,7.61,2,8,0
"",5,1,health_beauty,36.85,33.74,11,31,0
Veio td em perfeito estado e antes do previsto ,5,1,telephony,38.7,12.79,6,25,0
"",5,1,cool_stuff,72.99,18.75,18,24,0
SUPER RECOMENDO!!!,5,1,desconhecida,26.9,9.0,17,41,0
"Falta a Nota Fiscal DANFE, favor enviar.",3,0,auto,1999.99,33.49,19,23,0
"O produto por hora está funcionando bem, a estrega chegou antes do esperado. Parabéns!",5,1,computers,599.0,73.41,11,31,0
Fiz um pedido com dois itens: um álbum + um conjunto de folhas ( para cartas pokémon) avulsa. Só recebi o álbum.,4,1,toys,120.0,18.12,10,32,0
"",5,1,cool_stuff,99.99,24.9,18,32,0
Falha na última entrega,3,0,bed_bath_table,95.03,17.92,26,20,1
"Superou as minhas expectativas, muito bom!",5,1,perfumery,339.9,18.14,9,29,0
produto maravilhoso e entregue antes do combinado.,5,1,health_beauty,259.0,24.53,11,31,0
Entrega veio certinho o prazo correto sem nenhuma danificacao do produto amei,5,1,housewares,59.9,15.18,16,30,0
Entrega antes do previsto. Produto atende a expectativa.,5,1,telephony,49.0,10.96,8,22,0
Produto entregue antes do prazo ...,4,1,sports_leisure,79.0,22.26,14,27,0
"Muito bonito, aparenta qualidade. Ainda não o apliquei, por isso não posso falar quanto a aderência do mesmo. Pelo custo beneficio RECOMENDO.",5,1,furniture_decor,29.9,16.92,9,17,0
"",5,1,garden_tools,59.0,13.43,7,26,0
"",5,1,drinks,47.49,9.94,4,14,0
"Recebimento antes,do prazo adorei o produto",4,1,bed_bath_table,99.9,12.19,4,10,0
"",5,1,furniture_decor,69.9,0.0,12,29,0
"Tudo dentro do prazo estabelecido.

",5,1,furniture_decor,135.0,29.35,16,28,0
"O produto não chegou com o acabamento perfeito. O acabamento em inox veio com uma marca, parecendo um ponto de solda.",3,0,housewares,59.99,14.17,7,23,0
"",5,1,baby,48.99,28.49,7,17,0
"Gostei muito do produto.Muito bonito e deixou meu sofá elegante.
",5,1,bed_bath_table,117.99,21.32,12,25,0
Porém com alguns arranhões e danos. ,4,1,office_furniture,136.99,37.05,16,30,0
"Não tenho como opinar, pois o produto ainda não chegou. Já se passaram dois dias do prazo de entrega.",1,0,watches_gifts,550.0,25.56,32,30,1
super rapido a entrega .... chegou antes da data... ,5,1,auto,105.49,8.48,5,12,0
Compra satisfatória.,4,1,computers_accessories,179.9,25.39,7,22,0
"Oi, recebi só um produto...o que tem as flores vermelhas...o outro não veio",2,0,furniture_decor,48.99,19.32,14,51,0
Produto entregue perfeitamente e dentro do prazo acordado. Estou totalmente contente e satisfeito.,5,1,fashion_bags_accessories,34.9,15.1,14,27,0
"Gostei muito muito do atendimento, cumpriu tudo que prometeu",5,1,housewares,219.0,27.04,7,22,0
"MUITO BOM, SEMPRE...",5,1,perfumery,56.99,15.15,7,23,0
O boné veio manchado!! ,1,0,fashion_bags_accessories,39.99,15.23,7,24,0
Satisfeito com o produto até o presente momento.,5,1,telephony,69.9,12.93,8,19,0
"A caixa chegou bem embalada , mas as 02 pranchas de madeira em MDF estavam imundas de sujas e todas as 2 lascadas na pontas. Achei que tivesse comprado uma prateleira com sup. inv. mas não era.",2,0,furniture_living_room,36.99,22.67,21,23,0
"",5,1,fashion_bags_accessories,129.99,18.16,11,23,0
"muito rapida a entrega ,produto correto,lacrado.",4,1,garden_tools,219.0,14.68,5,20,0
"",5,1,small_appliances,849.0,23.74,7,20,0
"",5,1,garden_tools,59.9,17.67,11,29,0
Cadeira conforme descrita no site. Tudo certo.,5,1,office_furniture,89.99,25.12,39,48,0
Até ligaram pra mim para confirmar. Excelente,5,1,sports_leisure,59.9,16.12,19,32,0
"Adorei a capinha, mas a película de vidro veio errada, bem menor que a tela do aparelho. ",2,0,telephony,29.99,15.1,12,29,0
"",4,1,sports_leisure,107.0,34.55,21,42,0
"Só um pouco pequeno, como já mostra a descrição! Fora isso é realmente muito fiel à imagem.",3,0,furniture_decor,13.9,11.85,7,23,0
Comprei 2 colchas e só recebi 1. Recebi a primeira em 09.02.18 Entrei em contato no mesmo dia e a loja informou que a segunda já estaria a caminho também. Hoje é dia 15.02.18 e nada de colcha. ,2,0,bed_bath_table,134.0,53.54,13,27,0
"o produto é uma porcaria. não vieram todos os parafusos, o produto entortou o cano com a primeira sentada na rede.",2,0,kitchen_dining_laundry_garden_furniture,379.0,71.53,8,36,0
Entregue muito antes do prazo.,5,1,computers_accessories,81.99,7.92,5,30,0
"Parabéns...


",5,1,sports_leisure,49.99,9.1,3,9,0
"Entregue antes do prazo , pedido correto ",5,1,health_beauty,28.95,12.86,5,20,0
O produto chegou corretamente no prazo. Parabéns!,5,1,garden_tools,25.0,8.93,5,7,0
"",3,0,pet_shop,49.0,18.14,6,11,0
"",3,0,bed_bath_table,159.99,21.2,14,32,0
"entregas via transportadora muito demorada
",4,1,bed_bath_table,49.95,11.85,11,25,0
"Boa mala, pequena mas bem dividida.",4,1,luggage_accessories,229.0,38.74,23,28,0
"",5,1,small_appliances,50.0,16.79,17,27,0
"",5,1,bed_bath_table,42.9,17.78,13,46,0
Produto de muito baixa qualidade,2,0,bed_bath_table,99.9,15.45,26,25,1
Comprei mei produto dia 28 e até hoje nao foi entregue ,1,0,sports_leisure,45.9,18.23,27,20,1
Parabéns pela agilidade,5,1,electronics,10.0,18.28,19,39,0
"",5,1,perfumery,68.34,8.88,4,11,0
"",5,1,luggage_accessories,109.9,14.94,12,27,0
Pedido e entrega sem detalhes ,2,0,housewares,69.0,14.21,9,22,0
"",5,1,toys,28.69,12.69,8,19,0
"Só teve problemas com os correios que fizeram 5 tentativas para entregar a mercadoria , mas fora isso , todo o resto foi bom !!!",5,1,toys,94.9,25.15,14,41,0
Atraso na entrega.,4,1,computers_accessories,67.9,12.61,20,24,0
